,college,dateOfBirth,firstName,height,highSchool,hometown,instagramHandle,lastName,playerId,position,team,twitterHandle,weight,stats
000295,RIT,1989-09-19T00:00:00.000Z,Jordan,6’2,Holy Trinity High School,"Boston, MA",jmacintosh24,MacIntosh,000295,Midfield,Chrome,macintosh24,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000295', 'TeamId': 'CHR', 'Jersey': '29', 'FirstName': 'Jordan', 'LastName': 'MacIntosh', 'Position': 'M', 'GamesPlayed': '8', 'Goals': '20', 'Assists': '2', 'Points': '22', 'TwoPointers': '0', 'Shots': '46', 'ShotsOnGoal': '33', 'ShotPercentage': '43.4', 'GroundBalls': '26', 'Turnovers': '13', 'CauseTurnovers': '3', 'FaceoffsWon': '0', 'Faceoffs': '5', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-5', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 45, 'OnePointGoals': 20, 'OnePointShotPercentage': '44.4', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000297,Syracuse,1989-05-07T00:00:00.000Z,Jovan,6’0,Christian Brothers Academy,"Syracuse, NY",Jovination23,Miller,000297,Midfield,Chrome,Jovination23,215,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000297', 'TeamId': 'CHR', 'Jersey': '', 'FirstName': 'Jovan', 'LastName': 'Miller', 'Position': 'Midfield', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000298,Duke,1995-02-03T00:00:00.000Z,Justin,6’0,Garden City High School,"Garden City, NY",guterball14,Guterding,000298,Attack,Chrome,guterball14,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000298', 'TeamId': 'CHR', 'Jersey': '14', 'FirstName': 'Justin', 'LastName': 'Guterding', 'Position': 'A', 'GamesPlayed': '10', 'Goals': '20', 'Assists': '14', 'Points': '35', 'TwoPointers': '1', 'Shots': '62', 'ShotsOnGoal': '38', 'ShotPercentage': '32.2', 'GroundBalls': '15', 'Turnovers': '18', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 2, 'TwoPointGoals': 1, 'OnePointShots': 60, 'OnePointGoals': 19, 'OnePointShotPercentage': '31.6', 'TwoPointShotPercentage': '50.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000299,Duke,1989-08-05T00:00:00.000Z,Justin,6’3,West Islip High School,"West Islip, NY",justin_turri,Turri,000299,Midfield,Chrome,Justweetin12,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000299', 'TeamId': 'CHR', 'Jersey': '', 'FirstName': 'Justin', 'LastName': 'Turri', 'Position': 'Midfield', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000300,Duke,1991-01-16T00:00:00.000Z,Luke,6’5,Phillips Andover,"Concord, NH",duppa_91,Duprey,000300,Defense,Chrome,,210,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000300', 'TeamId': 'CHR', 'Jersey': '9', 'FirstName': 'Luke', 'LastName': 'Duprey', 'Position': 'Defense', 'GamesPlayed': '2', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '1', 'ShotsOnGoal': '1', 'ShotPercentage': '0.0', 'GroundBalls': '2', 'Turnovers': '0', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000301,Duke,1985-08-12T00:00:00.000Z,Matt,6’1,Farmingdale,"Farmingdale, NY",din040,Danowski,000301,Midfield,Chrome,mattdanowski,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000301', 'TeamId': 'CHR', 'Jersey': '40', 'FirstName': 'Matt', 'LastName': 'Danowski', 'Position': 'M', 'GamesPlayed': '9', 'Goals': '8', 'Assists': '6', 'Points': '15', 'TwoPointers': '1', 'Shots': '35', 'ShotsOnGoal': '20', 'ShotPercentage': '22.8', 'GroundBalls': '3', 'Turnovers': '8', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 10, 'TwoPointGoals': 1, 'OnePointShots': 25, 'OnePointGoals': 7, 'OnePointShotPercentage': '28.0', 'TwoPointShotPercentage': '10.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000367,Sacred Heart,,Max,5'11,Castle View,"Castle Rock, CO",,Tuttle,000367,Midfield,Chrome,,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000367', 'TeamId': 'CHR', 'Jersey': '21', 'FirstName': 'Max', 'LastName': 'Tuttle', 'Position': 'M', 'GamesPlayed': '8', 'Goals': '5', 'Assists': '2', 'Points': '7', 'TwoPointers': '0', 'Shots': '33', 'ShotsOnGoal': '15', 'ShotPercentage': '15.1', 'GroundBalls': '12', 'Turnovers': '5', 'CauseTurnovers': '5', 'FaceoffsWon': '0', 'Faceoffs': '2', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-2', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 4, 'TwoPointGoals': 0, 'OnePointShots': 29, 'OnePointGoals': 5, 'OnePointShotPercentage': '17.2', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000302,Duke,1988-07-21T00:00:00.000Z,Michael,6'1,Penn Yan Academy,"Penn Yan, NY",M_Manley05,Manley,000302,Defense,Chrome,M_Manley37,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000302', 'TeamId': 'CHR', 'Jersey': '5', 'FirstName': 'Michael', 'LastName': 'Manley', 'Position': 'Defense', 'GamesPlayed': '9', 'Goals': '1', 'Assists': '1', 'Points': '3', 'TwoPointers': '1', 'Shots': '1', 'ShotsOnGoal': '1', 'ShotPercentage': '100.0', 'GroundBalls': '15', 'Turnovers': '2', 'CauseTurnovers': '8', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 1, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '100.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000303,Cornell,1992-05-31T00:00:00.000Z,Mike,6’0,Fayetteville-Manlius HS,"Fayetteville, NY",mikeoneel,O'Neil,000303,Midfield,Chrome,,170,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000303', 'TeamId': 'CHR', 'Jersey': '37', 'FirstName': 'Mike', 'LastName': ""O'Neil"", 'Position': 'M', 'GamesPlayed': '7', 'Goals': '1', 'Assists': '0', 'Points': '1', 'TwoPointers': '0', 'Shots': '4', 'ShotsOnGoal': '3', 'ShotPercentage': '25.0', 'GroundBalls': '11', 'Turnovers': '2', 'CauseTurnovers': '4', 'FaceoffsWon': '0', 'Faceoffs': '1', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-1', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 2, 'TwoPointGoals': 0, 'OnePointShots': 2, 'OnePointGoals': 1, 'OnePointShotPercentage': '50.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000304,Duke,1986-09-26T00:00:00.000Z,Ned,6’2,Delbarton,"New Vernon, NJ",crottykid22,Crotty,000304,Midfield,Chrome,crottykid22,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000304', 'TeamId': 'CHR', 'Jersey': '22', 'FirstName': 'Ned', 'LastName': 'Crotty', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '17', 'Assists': '9', 'Points': '27', 'TwoPointers': '1', 'Shots': '46', 'ShotsOnGoal': '29', 'ShotPercentage': '36.9', 'GroundBalls': '4', 'Turnovers': '14', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 6, 'TwoPointGoals': 1, 'OnePointShots': 40, 'OnePointGoals': 16, 'OnePointShotPercentage': '40.0', 'TwoPointShotPercentage': '16.6', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000305,Loyola,1995-07-15T00:00:00.000Z,Romar,6’5,St. Mary’s Ryken,"Huntingtown, MD",romardennis,Dennis,000305,Midfield,Chrome,,230,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000305', 'TeamId': 'CHR', 'Jersey': '1', 'FirstName': 'Romar', 'LastName': 'Dennis', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '4', 'Assists': '1', 'Points': '6', 'TwoPointers': '1', 'Shots': '24', 'ShotsOnGoal': '8', 'ShotPercentage': '16.6', 'GroundBalls': '7', 'Turnovers': '4', 'CauseTurnovers': '2', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 11, 'TwoPointGoals': 1, 'OnePointShots': 13, 'OnePointGoals': 3, 'OnePointShotPercentage': '23.0', 'TwoPointShotPercentage': '9.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000247,University of North Carolina,1989-08-29T00:00:00.000Z,Ryan,6’5,West Islip High School,"West Islip, NY",RyanFlanagan24,Flanagan,000247,Defense,Chrome,RyanFlanagan24,215,"[{'playerId': '000247', 'TeamId': 'ATL', 'Jersey': '', 'FirstName': 'Ryan', 'LastName': 'Flanagan', 'GamesPlayed': None, 'Goals': None, 'Assists': None, 'Points': None, 'TwoPointers': None, 'Shots': None, 'ShotPercentage': None, 'Turnovers': None, 'CauseTurnovers': None, 'FaceoffsWon_Lost': None}]"
000378,,,Simon,,,,,Mathias,000378,Attack,Chrome,,,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000378', 'TeamId': 'CHR', 'Jersey': '45', 'FirstName': 'Simon', 'LastName': 'Mathias', 'Position': 'A', 'GamesPlayed': '7', 'Goals': '6', 'Assists': '1', 'Points': '7', 'TwoPointers': '0', 'Shots': '26', 'ShotsOnGoal': '16', 'ShotPercentage': '23.0', 'GroundBalls': '5', 'Turnovers': '5', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 26, 'OnePointGoals': 6, 'OnePointShotPercentage': '23.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000306,University at Albany,1991-07-12T00:00:00.000Z,Ty,6’0,Salmon River/Salisbury School,"Akwesasne, NY",Tythompson91,Thompson,000306,Attack,Chrome,Tthompson19,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000306', 'TeamId': 'CHR', 'Jersey': '91', 'FirstName': 'Ty', 'LastName': 'Thompson', 'Position': 'A', 'GamesPlayed': '3', 'Goals': '2', 'Assists': '1', 'Points': '3', 'TwoPointers': '0', 'Shots': '5', 'ShotsOnGoal': '4', 'ShotPercentage': '40.0', 'GroundBalls': '1', 'Turnovers': '1', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 5, 'OnePointGoals': 2, 'OnePointShotPercentage': '40.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000308,Duke,1992-11-15T00:00:00.000Z,Will,6’0,Palmyra High School,"Palmyra, PA",wafflehaus06,Haus,000308,Midfield,Chrome,,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000308', 'TeamId': 'CHR', 'Jersey': '6', 'FirstName': 'Will', 'LastName': 'Haus', 'Position': 'M', 'GamesPlayed': '9', 'Goals': '4', 'Assists': '0', 'Points': '4', 'TwoPointers': '0', 'Shots': '11', 'ShotsOnGoal': '8', 'ShotPercentage': '36.3', 'GroundBalls': '17', 'Turnovers': '4', 'CauseTurnovers': '4', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 10, 'OnePointGoals': 4, 'OnePointShotPercentage': '40.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000310,Fairfield,1990-10-02T00:00:00.000Z,Brent,6’1,Norwalk,"Norwalk, CT",brentadamsco,Adams,000310,Midfield,Redwoods,BDAdams_8,180,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000310', 'TeamId': 'RED', 'Jersey': '8', 'FirstName': 'Brent', 'LastName': 'Adams', 'Position': 'M', 'GamesPlayed': '9', 'Goals': '10', 'Assists': '1', 'Points': '11', 'TwoPointers': '0', 'Shots': '35', 'ShotsOnGoal': '20', 'ShotPercentage': '28.5', 'GroundBalls': '11', 'Turnovers': '11', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 9, 'TwoPointGoals': 0, 'OnePointShots': 26, 'OnePointGoals': 10, 'OnePointShotPercentage': '38.4', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000311,Stevenson,1992-02-05T00:00:00.000Z,Brent,5’10,Pikesville High School,"Baltimore, MD",Brenthiken30,Hiken,000311,Faceoff,Redwoods,Brenthiken30,225,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000311', 'TeamId': 'RED', 'Jersey': '', 'FirstName': 'Brent', 'LastName': 'Hiken', 'Position': 'Faceoff', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000312,Villanova,1989-09-23T00:00:00.000Z,Brian,6’0,Jamesville-DeWitt,"Jamesville, NY",briankaralunas,Karalunas,000312,Defense,Redwoods,,180,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000312', 'TeamId': 'RED', 'Jersey': '25', 'FirstName': 'Brian', 'LastName': 'Karalunas', 'Position': 'LSM', 'GamesPlayed': '10', 'Goals': '1', 'Assists': '2', 'Points': '3', 'TwoPointers': '0', 'Shots': '4', 'ShotsOnGoal': '1', 'ShotPercentage': '25.0', 'GroundBalls': '14', 'Turnovers': '0', 'CauseTurnovers': '6', 'FaceoffsWon': '5', 'Faceoffs': '14', 'FaceoffsPercentage': '35.7', 'FaceoffsWon_Lost': '5-9', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 4, 'OnePointGoals': 1, 'OnePointShotPercentage': '25.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000313,Brown,1982-08-09T00:00:00.000Z,Chazz,5’10,Norfolk Academy / Blue Ridge School,"Norfolk, VA",TheChazzWoodson,Woodson,000313,Attack,Redwoods,ChazzWoodson,175,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000313', 'TeamId': 'RED', 'Jersey': '', 'FirstName': 'Chazz', 'LastName': 'Woodson', 'Position': 'Attack', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000369,Cornell,,Clarke,5'10,The Hill Academy,"Toronto, Ontario, Canada",,Petterson,000369,Attack,Redwoods,,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000369', 'TeamId': 'RED', 'Jersey': '45', 'FirstName': 'Clarke', 'LastName': 'Petterson', 'Position': 'A', 'GamesPlayed': '7', 'Goals': '9', 'Assists': '3', 'Points': '12', 'TwoPointers': '0', 'Shots': '22', 'ShotsOnGoal': '12', 'ShotPercentage': '40.9', 'GroundBalls': '7', 'Turnovers': '5', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 22, 'OnePointGoals': 9, 'OnePointShotPercentage': '40.9', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000314,Notre Dame,1993-09-01T00:00:00.000Z,Eddy,6’4,The Bishop’s School,"La Jolla, CA",Justglaze30,Glazener,000314,Defense,Redwoods,Justglaze,220,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000314', 'TeamId': 'RED', 'Jersey': '41', 'FirstName': 'Eddy', 'LastName': 'Glazener', 'Position': 'D', 'GamesPlayed': '9', 'Goals': '1', 'Assists': '1', 'Points': '2', 'TwoPointers': '0', 'Shots': '4', 'ShotsOnGoal': '3', 'ShotPercentage': '25.0', 'GroundBalls': '9', 'Turnovers': '4', 'CauseTurnovers': '6', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 4, 'OnePointGoals': 1, 'OnePointShotPercentage': '25.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000315,Notre Dame,1995-06-30T00:00:00.000Z,Garrett,6’1,Calvert Hall College Highschool,"Baltimore, MD",garrett_epple,Epple,000315,Defense,Redwoods,garrett_epple,215,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000315', 'TeamId': 'RED', 'Jersey': '52', 'FirstName': 'Garrett', 'LastName': 'Epple', 'Position': 'D', 'GamesPlayed': '10', 'Goals': '1', 'Assists': '0', 'Points': '1', 'TwoPointers': '0', 'Shots': '5', 'ShotsOnGoal': '3', 'ShotPercentage': '20.0', 'GroundBalls': '40', 'Turnovers': '5', 'CauseTurnovers': '23', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 3, 'TwoPointGoals': 0, 'OnePointShots': 2, 'OnePointGoals': 1, 'OnePointShotPercentage': '50.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000316,Penn State,1984-03-23T00:00:00.000Z,Greg,6’1,Springfield,"Springfield, PA",GregBeast32,Gurenlian,000316,Faceoff,Redwoods,GregBeast32,225,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000316', 'TeamId': 'RED', 'Jersey': '32', 'FirstName': 'Greg', 'LastName': 'Gurenlian', 'Position': 'FO', 'GamesPlayed': '8', 'Goals': '1', 'Assists': '0', 'Points': '1', 'TwoPointers': '0', 'Shots': '10', 'ShotsOnGoal': '4', 'ShotPercentage': '10.0', 'GroundBalls': '32', 'Turnovers': '6', 'CauseTurnovers': '0', 'FaceoffsWon': '86', 'Faceoffs': '172', 'FaceoffsPercentage': '50.0', 'FaceoffsWon_Lost': '86-86', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 10, 'OnePointGoals': 1, 'OnePointShotPercentage': '10.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000317,Bryant,1992-04-03T00:00:00.000Z,Gunnar,5’11,St. Paul's,"Freeland, MD",gwaldt40,Waldt,000317,Goalie,Redwoods,,230,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000317', 'TeamId': 'RED', 'Jersey': '14', 'FirstName': 'Gunnar', 'LastName': 'Waldt', 'Position': 'G', 'GamesPlayed': '4', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '1', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '1', 'SavePercentage': '16.6', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 5, 'GAA': '18.5'}]"
000318,Brown,1994-10-22T00:00:00.000Z,Jack,6’1,West Islip High school,"West Islip, NY",j.kelly94,Kelly,000318,Goalie,Redwoods,JLKelly94,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000318', 'TeamId': 'RED', 'Jersey': '', 'FirstName': 'Jack', 'LastName': 'Kelly', 'Position': 'Goalie', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000319,Notre Dame,1992-10-26T00:00:00.000Z,Jack,6’2,Bronxville High School,"Bronxville, NY",Jacknotclose,Near,000319,Midfield,Redwoods,,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000319', 'TeamId': 'RED', 'Jersey': '2', 'FirstName': 'Jack', 'LastName': 'Near', 'Position': 'M', 'GamesPlayed': '7', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '10', 'ShotsOnGoal': '5', 'ShotPercentage': '0.0', 'GroundBalls': '7', 'Turnovers': '1', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 5, 'TwoPointGoals': 0, 'OnePointShots': 5, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000321,Maryland,1984-11-30T00:00:00.000Z,Joe,6’0,Irondequoit,"Rochester, NY",jwalters1,Walters,000321,Midfield,Redwoods,jwalters1,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000321', 'TeamId': 'RED', 'Jersey': '1', 'FirstName': 'Joe', 'LastName': 'Walters', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '9', 'Assists': '11', 'Points': '20', 'TwoPointers': '0', 'Shots': '42', 'ShotsOnGoal': '26', 'ShotPercentage': '21.4', 'GroundBalls': '5', 'Turnovers': '18', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 42, 'OnePointGoals': 9, 'OnePointShotPercentage': '21.4', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
